"date","geography","geography code","Rural Urban","Bedrooms: All categories: Number of bedrooms; measures: Value","Bedrooms: No bedrooms; measures: Value","Bedrooms: 1 bedroom; measures: Value","Bedrooms: 2 bedrooms; measures: Value","Bedrooms: 3 bedrooms; measures: Value","Bedrooms: 4 bedrooms; measures: Value","Bedrooms: 5 or more bedrooms; measures: Value"
"2011","E00020860","E00020860","Total",125,0,2,18,55,46,4
"2011","E00020865","E00020865","Total",128,0,0,3,94,23,8
"2011","E00020871","E00020871","Total",129,1,1,49,66,9,3
"2011","E00020874","E00020874","Total",126,0,3,7,96,18,2
"2011","E00020866","E00020866","Total",130,0,2,15,96,14,3
"2011","E00020867","E00020867","Total",132,0,2,46,72,10,2
"2011","E00020868","E00020868","Total",126,0,1,45,69,10,1
"2011","E00020869","E00020869","Total",143,0,0,25,97,16,5
"2011","E00020872","E00020872","Total",133,0,4,48,67,9,5
"2011","E00020873","E00020873","Total",122,0,3,12,83,20,4
"2011","E00020861","E00020861","Total",124,0,18,42,53,8,3
"2011","E00020878","E00020878","Total",156,0,50,26,66,14,0
"2011","E00020879","E00020879","Total",141,0,5,33,81,17,5
"2011","E00020883","E00020883","Total",147,1,15,96,33,2,0
"2011","E00020887","E00020887","Total",118,0,3,40,63,7,5
"2011","E00020859","E00020859","Total",118,0,2,11,86,14,5
"2011","E00020870","E00020870","Total",121,0,1,47,52,13,8
"2011","E00020875","E00020875","Total",113,0,2,35,56,17,3
"2011","E00020876","E00020876","Total",129,0,6,45,59,16,3
"2011","E00020881","E00020881","Total",122,2,1,20,85,12,2
"2011","E00020722","E00020722","Total",125,0,0,6,46,50,23
"2011","E00020733","E00020733","Total",126,0,37,27,33,24,5
"2011","E00020735","E00020735","Total",124,0,3,22,67,28,4
"2011","E00020744","E00020744","Total",131,0,57,63,9,2,0
"2011","E00020745","E00020745","Total",134,0,3,19,90,20,2
"2011","E00020728","E00020728","Total",102,2,35,23,32,6,4
"2011","E00020729","E00020729","Total",138,0,0,5,65,57,11
"2011","E00020731","E00020731","Total",136,0,2,12,102,15,5
"2011","E00020732","E00020732","Total",141,0,3,8,55,58,17
"2011","E00021111","E00021111","Total",119,0,1,8,70,30,10
"2011","E00021115","E00021115","Total",141,0,0,6,93,25,17
"2011","E00021116","E00021116","Total",113,1,16,10,58,21,7
"2011","E00021138","E00021138","Total",126,0,2,57,53,12,2
"2011","E00021117","E00021117","Total",126,0,13,33,57,17,6
"2011","E00021118","E00021118","Total",126,0,1,4,83,25,13
"2011","E00021119","E00021119","Total",139,0,11,55,58,12,3
"2011","E00021120","E00021120","Total",140,0,23,60,47,6,4
"2011","E00021121","E00021121","Total",126,0,0,53,60,11,2
"2011","E00021124","E00021124","Total",115,0,5,45,54,7,4
"2011","E00021125","E00021125","Total",103,0,2,51,44,5,1
"2011","E00021126","E00021126","Total",141,0,16,47,61,15,2
"2011","E00021133","E00021133","Total",130,0,15,66,46,3,0
"2011","E00021137","E00021137","Total",120,0,43,59,14,3,1
"2011","E00021112","E00021112","Total",161,0,9,53,77,20,2
"2011","E00021113","E00021113","Total",134,0,18,43,53,12,8
"2011","E00021114","E00021114","Total",139,1,0,6,89,34,9
"2011","E00021136","E00021136","Total",133,0,4,53,55,18,3
"2011","E00020692","E00020692","Total",144,0,27,51,57,5,4
"2011","E00020708","E00020708","Total",135,0,1,7,99,22,6
"2011","E00020709","E00020709","Total",130,0,30,49,50,1,0
"2011","E00020710","E00020710","Total",129,0,1,9,96,20,3
"2011","E00020711","E00020711","Total",126,1,2,4,97,20,2
"2011","E00020740","E00020740","Total",116,0,4,18,60,24,10
"2011","E00020741","E00020741","Total",141,0,4,118,17,1,1
"2011","E00020742","E00020742","Total",168,0,24,55,64,22,3
"2011","E00020746","E00020746","Total",140,0,7,4,95,25,9
"2011","E00020747","E00020747","Total",104,0,0,2,68,23,11
"2011","E00020727","E00020727","Total",126,0,2,16,96,11,1
"2011","E00020736","E00020736","Total",125,1,1,5,87,27,4
"2011","E00020737","E00020737","Total",129,0,14,31,55,27,2
"2011","E00020743","E00020743","Total",126,0,9,4,85,21,7
"2011","E00020791","E00020791","Total",133,1,0,8,98,20,6
"2011","E00020793","E00020793","Total",126,0,0,3,100,21,2
"2011","E00020796","E00020796","Total",136,1,0,1,108,24,2
"2011","E00020816","E00020816","Total",119,0,2,20,82,14,1
"2011","E00020788","E00020788","Total",134,0,0,3,107,23,1
"2011","E00020789","E00020789","Total",132,0,0,12,98,21,1
"2011","E00020792","E00020792","Total",126,1,1,5,109,9,1
"2011","E00020794","E00020794","Total",141,0,0,4,119,16,2
"2011","E00021008","E00021008","Total",128,0,5,12,94,15,2
"2011","E00021012","E00021012","Total",107,0,0,16,73,17,1
"2011","E00021013","E00021013","Total",95,0,6,35,45,7,2
"2011","E00021033","E00021033","Total",114,0,1,9,83,16,5
"2011","E00021034","E00021034","Total",114,1,17,8,71,11,6
"2011","E00021014","E00021014","Total",125,0,10,50,51,11,3
"2011","E00021017","E00021017","Total",105,0,50,41,9,2,3
"2011","E00021018","E00021018","Total",117,0,34,54,23,3,3
"2011","E00021020","E00021020","Total",131,2,25,50,49,4,1
"2011","E00021024","E00021024","Total",133,3,33,95,0,2,0
"2011","E00021025","E00021025","Total",137,0,42,77,13,3,2
"2011","E00021016","E00021016","Total",125,1,19,21,76,7,1
"2011","E00021019","E00021019","Total",127,0,18,43,50,11,5
"2011","E00021022","E00021022","Total",121,0,3,6,78,33,1
"2011","E00021027","E00021027","Total",147,0,13,8,51,63,12
"2011","E00021006","E00021006","Total",132,0,11,62,50,8,1
"2011","E00021007","E00021007","Total",168,0,5,47,101,10,5
"2011","E00021030","E00021030","Total",131,0,34,52,36,7,2
"2011","E00021031","E00021031","Total",130,0,10,19,87,11,3
"2011","E00021032","E00021032","Total",129,0,10,58,53,5,3
"2011","E00021009","E00021009","Total",108,0,11,38,52,6,1
"2011","E00021015","E00021015","Total",121,0,9,26,69,12,5
"2011","E00021021","E00021021","Total",133,0,15,92,24,1,1
"2011","E00021023","E00021023","Total",114,0,11,30,51,19,3
"2011","E00021035","E00021035","Total",107,0,25,41,39,1,1
"2011","E00020535","E00020535","Total",148,0,4,43,86,14,1
"2011","E00020536","E00020536","Total",119,1,17,10,74,15,2
"2011","E00020544","E00020544","Total",121,0,23,74,12,11,1
"2011","E00020547","E00020547","Total",112,0,10,39,55,7,1
"2011","E00020548","E00020548","Total",116,0,3,48,42,17,6
"2011","E00020541","E00020541","Total",137,0,15,41,71,9,1
"2011","E00020546","E00020546","Total",128,0,23,45,50,9,1
"2011","E00020549","E00020549","Total",125,0,1,36,74,12,2
"2011","E00020551","E00020551","Total",129,0,3,24,92,9,1
"2011","E00020554","E00020554","Total",110,0,2,23,76,9,0
"2011","E00020537","E00020537","Total",133,0,3,49,56,21,4
"2011","E00020538","E00020538","Total",138,0,18,60,57,2,1
"2011","E00020539","E00020539","Total",146,0,24,60,56,5,1
"2011","E00020540","E00020540","Total",150,4,32,61,50,2,1
"2011","E00020543","E00020543","Total",119,1,40,42,28,7,1
"2011","E00020534","E00020534","Total",122,0,10,25,68,12,7
"2011","E00020550","E00020550","Total",120,0,0,5,85,24,6
"2011","E00020552","E00020552","Total",124,0,1,27,74,15,7
"2011","E00020556","E00020556","Total",123,1,1,3,82,26,10
"2011","E00020542","E00020542","Total",123,0,1,14,89,14,5
"2011","E00020545","E00020545","Total",124,1,1,4,87,27,4
"2011","E00020553","E00020553","Total",132,0,13,10,90,17,2
"2011","E00020555","E00020555","Total",127,0,3,21,65,36,2
"2011","E00020531","E00020531","Total",125,1,8,5,86,20,5
"2011","E00020533","E00020533","Total",128,1,13,45,63,6,0
"2011","E00020559","E00020559","Total",102,0,35,29,35,3,0
"2011","E00020561","E00020561","Total",151,0,5,81,55,7,3
"2011","E00020562","E00020562","Total",109,0,0,62,41,4,2
"2011","E00020532","E00020532","Total",119,0,0,5,90,18,6
"2011","E00020557","E00020557","Total",129,0,1,4,105,16,3
"2011","E00020558","E00020558","Total",132,0,4,30,82,13,3
"2011","E00020560","E00020560","Total",116,1,2,6,86,19,2
"2011","E00020823","E00020823","Total",102,0,41,38,9,11,3
"2011","E00020827","E00020827","Total",177,2,85,64,22,4,0
"2011","E00020849","E00020849","Total",97,0,9,10,51,24,3
"2011","E00020855","E00020855","Total",114,1,54,47,6,1,5
"2011","E00020856","E00020856","Total",122,1,4,84,29,4,0
"2011","E00020857","E00020857","Total",151,0,59,78,8,6,0
"2011","E00020831","E00020831","Total",154,1,105,45,2,1,0
"2011","E00020835","E00020835","Total",123,2,89,19,9,4,0
"2011","E00020836","E00020836","Total",81,1,33,13,29,5,0
"2011","E00020837","E00020837","Total",127,0,49,17,56,3,2
"2011","E00020841","E00020841","Total",125,0,24,35,61,5,0
"2011","E00020845","E00020845","Total",136,0,59,16,56,4,1
"2011","E00020819","E00020819","Total",146,0,47,77,9,11,2
"2011","E00020832","E00020832","Total",78,0,14,8,45,7,4
"2011","E00020833","E00020833","Total",128,0,21,76,27,3,1
"2011","E00020839","E00020839","Total",120,0,59,44,15,2,0
"2011","E00020840","E00020840","Total",106,0,36,49,21,0,0
"2011","E00020847","E00020847","Total",146,3,48,18,68,9,0
"2011","E00020821","E00020821","Total",117,0,24,50,35,5,3
"2011","E00020838","E00020838","Total",116,4,30,57,22,3,0
"2011","E00020843","E00020843","Total",123,1,60,26,35,0,1
"2011","E00020848","E00020848","Total",136,0,28,59,43,5,1
"2011","E00020850","E00020850","Total",119,3,48,63,3,2,0
"2011","E00166822","E00166822","Total",68,1,21,30,14,2,0
"2011","E00166823","E00166823","Total",105,2,72,17,12,1,1
"2011","E00166824","E00166824","Total",158,3,80,69,6,0,0
"2011","E00166825","E00166825","Total",110,0,57,50,2,1,0
"2011","E00020862","E00020862","Total",137,0,6,55,50,17,9
"2011","E00020877","E00020877","Total",155,0,19,68,38,16,14
"2011","E00020882","E00020882","Total",127,0,22,71,26,7,1
"2011","E00020885","E00020885","Total",127,0,37,63,18,4,5
"2011","E00020888","E00020888","Total",135,0,44,59,24,8,0
"2011","E00020889","E00020889","Total",132,0,23,68,34,6,1
"2011","E00020634","E00020634","Total",138,0,14,31,53,31,9
"2011","E00020656","E00020656","Total",120,0,2,13,92,10,3
"2011","E00020658","E00020658","Total",139,1,6,14,98,17,3
"2011","E00020661","E00020661","Total",134,0,5,9,100,17,3
"2011","E00020636","E00020636","Total",117,0,6,88,21,1,1
"2011","E00020639","E00020639","Total",139,0,8,58,65,7,1
"2011","E00020640","E00020640","Total",126,0,45,20,24,32,5
"2011","E00020641","E00020641","Total",120,0,17,64,29,9,1
"2011","E00020642","E00020642","Total",114,1,59,38,10,5,1
"2011","E00020645","E00020645","Total",118,0,43,48,16,10,1
"2011","E00020820","E00020820","Total",123,1,11,59,50,2,0
"2011","E00020826","E00020826","Total",125,0,28,64,31,2,0
"2011","E00020834","E00020834","Total",101,0,34,37,29,1,0
"2011","E00020842","E00020842","Total",113,0,2,54,53,4,0
"2011","E00020846","E00020846","Total",122,0,32,43,39,7,1
"2011","E00020854","E00020854","Total",113,0,24,47,33,7,2
"2011","E00020818","E00020818","Total",118,0,41,38,26,11,2
"2011","E00020822","E00020822","Total",125,2,19,46,39,12,7
"2011","E00020825","E00020825","Total",107,0,3,24,54,22,4
"2011","E00020828","E00020828","Total",126,0,30,74,18,2,2
"2011","E00020830","E00020830","Total",119,0,3,50,54,10,2
"2011","E00020978","E00020978","Total",137,0,2,17,91,23,4
"2011","E00020988","E00020988","Total",106,0,3,23,62,15,3
"2011","E00020991","E00020991","Total",113,0,0,3,91,15,4
"2011","E00020992","E00020992","Total",105,0,1,6,70,23,5
"2011","E00020995","E00020995","Total",118,0,0,35,72,10,1
"2011","E00020824","E00020824","Total",128,1,42,30,43,9,3
"2011","E00020844","E00020844","Total",121,0,16,85,17,2,1
"2011","E00020851","E00020851","Total",123,0,29,38,51,2,3
"2011","E00020852","E00020852","Total",128,0,3,42,78,4,1
"2011","E00020853","E00020853","Total",126,0,6,57,55,7,1
"2011","E00020863","E00020863","Total",125,1,7,61,51,4,1
"2011","E00020864","E00020864","Total",140,4,45,86,4,0,1
"2011","E00020880","E00020880","Total",117,0,4,43,58,11,1
"2011","E00020884","E00020884","Total",144,0,9,54,77,3,1
"2011","E00020886","E00020886","Total",117,0,15,16,74,8,4
"2011","E00020929","E00020929","Total",128,0,10,46,58,10,4
"2011","E00020944","E00020944","Total",115,1,2,42,59,9,2
"2011","E00020945","E00020945","Total",131,0,3,52,67,9,0
"2011","E00020946","E00020946","Total",117,0,9,34,62,12,0
"2011","E00020947","E00020947","Total",138,0,6,55,49,27,1
"2011","E00020949","E00020949","Total",134,0,11,57,41,23,2
"2011","E00020950","E00020950","Total",152,0,45,20,48,21,18
"2011","E00020951","E00020951","Total",146,1,47,59,25,14,0
"2011","E00020954","E00020954","Total",126,0,39,57,11,15,4
"2011","E00020959","E00020959","Total",114,0,3,7,64,31,9
"2011","E00020930","E00020930","Total",119,0,16,30,56,16,1
"2011","E00020931","E00020931","Total",126,1,0,43,71,10,1
"2011","E00020948","E00020948","Total",120,0,7,80,26,5,2
"2011","E00020955","E00020955","Total",108,0,4,67,22,15,0
"2011","E00020957","E00020957","Total",121,0,0,41,68,7,5
"2011","E00020647","E00020647","Total",118,0,6,40,42,27,3
"2011","E00020648","E00020648","Total",147,0,0,73,53,13,8
"2011","E00020652","E00020652","Total",121,0,2,11,60,31,17
"2011","E00020653","E00020653","Total",119,0,1,4,91,15,8
"2011","E00020654","E00020654","Total",120,0,20,23,39,34,4
"2011","E00020649","E00020649","Total",124,0,4,22,33,43,22
"2011","E00020650","E00020650","Total",124,1,48,22,30,10,13
"2011","E00020651","E00020651","Total",120,1,11,12,58,25,13
"2011","E00020655","E00020655","Total",136,0,25,29,32,32,18
"2011","E00020632","E00020632","Total",92,0,21,46,22,3,0
"2011","E00020633","E00020633","Total",119,0,38,52,15,9,5
"2011","E00020635","E00020635","Total",128,0,31,48,32,11,6
"2011","E00020657","E00020657","Total",123,0,9,63,40,11,0
"2011","E00020659","E00020659","Total",127,2,15,80,24,6,0
"2011","E00020663","E00020663","Total",122,0,21,95,5,0,1
"2011","E00020638","E00020638","Total",133,0,9,24,75,18,7
"2011","E00020646","E00020646","Total",123,0,17,47,43,12,4
"2011","E00020660","E00020660","Total",139,0,1,10,95,28,5
"2011","E00020662","E00020662","Total",141,0,14,33,62,29,3
"2011","E00020631","E00020631","Total",112,0,0,7,56,43,6
"2011","E00020637","E00020637","Total",152,8,39,33,47,19,6
"2011","E00020643","E00020643","Total",141,1,14,30,69,22,5
"2011","E00020644","E00020644","Total",151,0,16,22,64,39,10
"2011","E00020694","E00020694","Total",148,0,41,58,25,16,8
"2011","E00020716","E00020716","Total",137,0,2,15,83,31,6
"2011","E00020717","E00020717","Total",204,0,48,100,40,13,3
"2011","E00020718","E00020718","Total",162,0,20,35,83,21,3
"2011","E00020720","E00020720","Total",139,0,11,54,49,18,7
"2011","E00020712","E00020712","Total",120,0,0,3,92,15,10
"2011","E00020713","E00020713","Total",114,0,3,12,75,21,3
"2011","E00020714","E00020714","Total",145,0,8,50,59,24,4
"2011","E00020715","E00020715","Total",136,0,0,27,88,15,6
"2011","E00020719","E00020719","Total",63,3,29,14,13,2,2
"2011","E00020693","E00020693","Total",143,0,13,72,35,15,8
"2011","E00020695","E00020695","Total",137,0,0,47,19,42,29
"2011","E00020696","E00020696","Total",129,0,0,13,33,52,31
"2011","E00020699","E00020699","Total",122,0,1,8,36,54,23
"2011","E00020721","E00020721","Total",137,1,8,36,60,24,8
"2011","E00020725","E00020725","Total",127,0,2,29,76,15,5
"2011","E00020748","E00020748","Total",125,0,1,3,87,32,2
"2011","E00020750","E00020750","Total",149,0,3,9,45,69,23
"2011","E00020751","E00020751","Total",146,1,0,4,71,40,30
"2011","E00020936","E00020936","Total",113,0,2,3,64,35,9
"2011","E00020938","E00020938","Total",106,1,0,3,42,49,11
"2011","E00020963","E00020963","Total",107,0,1,8,49,38,11
"2011","E00020965","E00020965","Total",126,0,2,18,40,44,22
"2011","E00020572","E00020572","Total",126,0,2,10,45,45,24
"2011","E00020576","E00020576","Total",142,0,6,5,59,57,15
"2011","E00020583","E00020583","Total",115,0,1,3,45,44,22
"2011","E00020586","E00020586","Total",139,0,5,6,48,70,10
"2011","E00021003","E00021003","Total",128,2,26,37,22,29,12
"2011","E00021004","E00021004","Total",213,6,66,119,16,4,2
"2011","E00021005","E00021005","Total",148,1,30,27,34,45,11
"2011","E00021010","E00021010","Total",150,0,25,67,38,18,2
"2011","E00021026","E00021026","Total",112,0,11,25,29,34,13
"2011","E00021001","E00021001","Total",136,0,2,21,86,19,8
"2011","E00021002","E00021002","Total",131,0,64,30,17,12,8
"2011","E00021011","E00021011","Total",123,0,60,22,13,18,10
"2011","E00021028","E00021028","Total",141,0,21,56,46,12,6
"2011","E00021029","E00021029","Total",133,0,34,71,21,4,3
"2011","E00021042","E00021042","Total",128,0,22,34,33,31,8
"2011","E00021046","E00021046","Total",143,2,43,72,9,8,9
"2011","E00021049","E00021049","Total",114,0,35,45,20,13,1
"2011","E00021065","E00021065","Total",148,0,73,36,10,24,5
"2011","E00021066","E00021066","Total",143,0,70,44,10,10,9
"2011","E00021068","E00021068","Total",112,1,17,57,18,12,7
"2011","E00021070","E00021070","Total",162,2,72,69,13,6,0
"2011","E00021037","E00021037","Total",121,1,15,21,19,50,15
"2011","E00021044","E00021044","Total",120,0,30,27,16,32,15
"2011","E00021051","E00021051","Total",128,0,2,6,104,14,2
"2011","E00021054","E00021054","Total",87,0,2,4,42,31,8
"2011","E00021055","E00021055","Total",143,0,19,38,19,49,18
"2011","E00020903","E00020903","Total",111,0,30,55,9,10,7
"2011","E00020906","E00020906","Total",162,2,78,62,18,1,1
"2011","E00020908","E00020908","Total",113,0,31,47,8,24,3
"2011","E00020909","E00020909","Total",131,0,21,94,11,4,1
"2011","E00020911","E00020911","Total",105,1,30,63,3,6,2
"2011","E00020912","E00020912","Total",101,1,49,35,13,3,0
"2011","E00020917","E00020917","Total",126,0,47,58,13,8,0
"2011","E00020893","E00020893","Total",100,0,17,67,11,4,1
"2011","E00020894","E00020894","Total",117,1,34,45,31,3,3
"2011","E00020915","E00020915","Total",115,0,42,66,6,1,0
"2011","E00020918","E00020918","Total",119,0,8,92,18,1,0
"2011","E00020922","E00020922","Total",131,0,16,51,30,29,5
"2011","E00020923","E00020923","Total",125,0,50,33,30,12,0
"2011","E00020925","E00020925","Total",115,0,37,64,5,4,5
"2011","E00020932","E00020932","Total",115,0,76,33,3,0,3
"2011","E00020933","E00020933","Total",135,0,25,94,8,5,3
"2011","E00020934","E00020934","Total",151,1,54,86,8,2,0
"2011","E00020937","E00020937","Total",124,2,79,24,8,3,8
"2011","E00020939","E00020939","Total",122,1,51,53,9,6,2
"2011","E00020961","E00020961","Total",123,0,32,66,25,0,0
"2011","E00020964","E00020964","Total",122,3,15,96,7,1,0
"2011","E00020935","E00020935","Total",105,1,11,41,22,18,12
"2011","E00020940","E00020940","Total",121,1,69,47,4,0,0
"2011","E00020941","E00020941","Total",123,0,17,40,34,16,16
"2011","E00020942","E00020942","Total",114,0,3,64,19,22,6
"2011","E00020943","E00020943","Total",125,0,37,63,22,3,0
"2011","E00020966","E00020966","Total",108,2,40,18,13,10,25
"2011","E00020952","E00020952","Total",134,0,38,62,15,14,5
"2011","E00020953","E00020953","Total",126,1,20,82,16,5,2
"2011","E00020956","E00020956","Total",126,1,73,41,7,3,1
"2011","E00020958","E00020958","Total",121,1,49,40,6,21,4
"2011","E00020960","E00020960","Total",121,0,11,78,29,2,1
"2011","E00020962","E00020962","Total",117,1,41,49,16,6,4
"2011","E00020567","E00020567","Total",46,1,6,21,11,7,0
"2011","E00020579","E00020579","Total",198,0,68,57,65,8,0
"2011","E00020581","E00020581","Total",135,0,55,44,18,17,1
"2011","E00020582","E00020582","Total",94,0,11,53,20,9,1
"2011","E00020584","E00020584","Total",139,0,60,43,34,1,1
"2011","E00020564","E00020564","Total",210,0,31,63,85,26,5
"2011","E00020569","E00020569","Total",137,0,8,27,65,26,11
"2011","E00020594","E00020594","Total",119,0,3,14,83,14,5
"2011","E00020595","E00020595","Total",126,0,3,53,45,17,8
"2011","E00020565","E00020565","Total",182,0,35,70,74,3,0
"2011","E00020571","E00020571","Total",140,0,80,19,29,11,1
"2011","E00020575","E00020575","Total",127,1,39,39,29,16,3
"2011","E00020577","E00020577","Total",154,0,30,70,50,2,2
"2011","E00020580","E00020580","Total",130,0,14,52,50,12,2
"2011","E00020566","E00020566","Total",88,0,19,33,34,2,0
"2011","E00020570","E00020570","Total",88,4,47,17,9,9,2
"2011","E00020573","E00020573","Total",140,0,24,65,49,2,0
"2011","E00020574","E00020574","Total",99,0,20,39,40,0,0
"2011","E00020578","E00020578","Total",134,0,48,59,26,1,0
"2011","E00021062","E00021062","Total",136,1,5,16,90,24,0
"2011","E00021063","E00021063","Total",131,0,28,70,25,7,1
"2011","E00021064","E00021064","Total",144,1,24,69,48,2,0
"2011","E00021067","E00021067","Total",125,0,17,41,61,4,2
"2011","E00021069","E00021069","Total",117,1,34,38,30,13,1
"2011","E00020672","E00020672","Total",131,0,4,11,29,55,32
"2011","E00020673","E00020673","Total",100,0,0,11,60,18,11
"2011","E00020674","E00020674","Total",126,0,7,9,59,39,12
"2011","E00020675","E00020675","Total",87,0,1,4,52,24,6
"2011","E00020676","E00020676","Total",107,0,5,11,72,13,6
"2011","E00020678","E00020678","Total",102,0,11,21,47,20,3
"2011","E00020680","E00020680","Total",134,0,3,36,77,17,1
"2011","E00020681","E00020681","Total",130,0,3,53,59,12,3
"2011","E00020684","E00020684","Total",136,0,3,41,76,13,3
"2011","E00020687","E00020687","Total",117,0,30,71,14,2,0
"2011","E00021036","E00021036","Total",126,0,69,26,22,7,2
"2011","E00021039","E00021039","Total",146,2,61,29,31,14,9
"2011","E00021045","E00021045","Total",144,0,62,74,2,1,5
"2011","E00021047","E00021047","Total",116,1,37,50,27,1,0
"2011","E00021048","E00021048","Total",122,3,32,81,4,1,1
"2011","E00021050","E00021050","Total",133,0,14,111,6,2,0
"2011","E00021052","E00021052","Total",124,0,37,62,16,6,3
"2011","E00021041","E00021041","Total",145,0,0,7,35,55,48
"2011","E00021043","E00021043","Total",122,0,0,15,41,47,19
"2011","E00021053","E00021053","Total",120,0,8,12,22,35,43
"2011","E00021056","E00021056","Total",106,0,2,10,47,23,24
"2011","E00021058","E00021058","Total",123,0,3,25,58,25,12
"2011","E00021038","E00021038","Total",185,0,38,126,16,5,0
"2011","E00021040","E00021040","Total",122,3,23,25,15,41,15
"2011","E00021057","E00021057","Total",98,0,42,6,39,9,2
"2011","E00021059","E00021059","Total",105,0,12,57,33,1,2
"2011","E00021060","E00021060","Total",122,0,2,50,26,28,16
"2011","E00021061","E00021061","Total",124,0,25,70,15,12,2
"2011","E00020614","E00020614","Total",135,0,42,74,18,1,0
"2011","E00020615","E00020615","Total",142,0,64,48,28,1,1
"2011","E00020617","E00020617","Total",137,0,57,44,33,3,0
"2011","E00020620","E00020620","Total",126,1,36,40,44,4,1
"2011","E00020601","E00020601","Total",98,1,70,24,2,1,0
"2011","E00020603","E00020603","Total",134,1,86,31,1,6,9
"2011","E00020606","E00020606","Total",155,0,99,24,6,18,8
"2011","E00020607","E00020607","Total",128,0,44,46,11,12,15
"2011","E00020608","E00020608","Total",111,0,11,89,7,3,1
"2011","E00020610","E00020610","Total",130,0,23,101,5,1,0
"2011","E00020891","E00020891","Total",184,11,144,14,13,2,0
"2011","E00020895","E00020895","Total",139,2,110,20,2,4,1
"2011","E00020898","E00020898","Total",101,2,60,30,6,3,0
"2011","E00020899","E00020899","Total",103,0,42,48,8,3,2
"2011","E00020902","E00020902","Total",108,3,41,56,8,0,0
"2011","E00020904","E00020904","Total",171,1,79,70,14,3,4
"2011","E00020905","E00020905","Total",130,0,25,67,29,7,2
"2011","E00020896","E00020896","Total",136,0,25,43,33,16,19
"2011","E00020897","E00020897","Total",103,0,48,46,7,2,0
"2011","E00020901","E00020901","Total",162,0,51,107,4,0,0
"2011","E00020907","E00020907","Total",143,2,53,79,5,1,3
"2011","E00020927","E00020927","Total",120,0,20,51,32,7,10
"2011","E00020928","E00020928","Total",126,1,40,59,13,11,2
"2011","E00020892","E00020892","Total",158,0,13,128,15,1,1
"2011","E00020914","E00020914","Total",117,0,19,30,26,31,11
"2011","E00020919","E00020919","Total",143,0,40,100,3,0,0
"2011","E00020920","E00020920","Total",128,0,45,66,10,5,2
"2011","E00020921","E00020921","Total",119,2,48,46,13,9,1
"2011","E00020924","E00020924","Total",123,0,27,72,23,1,0
"2011","E00020926","E00020926","Total",115,0,75,38,2,0,0
"2011","E00020622","E00020622","Total",118,0,1,10,28,58,21
"2011","E00020625","E00020625","Total",118,0,1,9,68,35,5
"2011","E00020626","E00020626","Total",121,0,0,3,48,51,19
"2011","E00020629","E00020629","Total",117,1,0,5,27,57,27
"2011","E00020599","E00020599","Total",121,0,70,12,13,16,10
"2011","E00020604","E00020604","Total",115,0,0,5,30,46,34
"2011","E00020609","E00020609","Total",111,0,0,9,44,41,17
"2011","E00020618","E00020618","Total",121,1,5,65,26,12,12
"2011","E00020621","E00020621","Total",117,0,3,9,22,48,35
"2011","E00020677","E00020677","Total",146,0,18,31,35,49,13
"2011","E00020679","E00020679","Total",121,0,0,2,60,46,13
"2011","E00020682","E00020682","Total",129,0,2,5,45,56,21
"2011","E00020685","E00020685","Total",130,0,0,55,38,28,9
"2011","E00020690","E00020690","Total",121,0,0,20,67,21,13
"2011","E00020665","E00020665","Total",127,0,0,3,15,62,47
"2011","E00020666","E00020666","Total",135,0,1,5,29,48,52
"2011","E00020683","E00020683","Total",134,0,0,7,52,62,13
"2011","E00020688","E00020688","Total",126,0,0,6,25,69,26
"2011","E00020890","E00020890","Total",118,1,7,12,22,42,34
"2011","E00020900","E00020900","Total",100,1,1,1,36,51,10
"2011","E00020910","E00020910","Total",127,0,17,95,11,2,2
"2011","E00020913","E00020913","Total",110,0,2,10,23,44,31
"2011","E00020916","E00020916","Total",106,0,1,8,38,51,8
"2011","E00020563","E00020563","Total",93,0,1,10,30,35,17
"2011","E00020589","E00020589","Total",100,0,2,8,29,40,21
"2011","E00020591","E00020591","Total",109,0,2,1,48,50,8
"2011","E00020592","E00020592","Total",106,0,0,5,26,60,15
"2011","E00020593","E00020593","Total",96,0,0,5,22,49,20
"2011","E00020568","E00020568","Total",129,1,36,29,38,23,2
"2011","E00020585","E00020585","Total",105,0,0,3,14,37,51
"2011","E00020587","E00020587","Total",113,0,4,5,22,53,29
"2011","E00020588","E00020588","Total",125,0,0,1,61,49,14
"2011","E00020590","E00020590","Total",110,0,0,7,24,62,17
"2011","E00020667","E00020667","Total",126,0,3,22,63,24,14
"2011","E00020686","E00020686","Total",127,1,0,33,75,13,5
"2011","E00020689","E00020689","Total",118,0,10,19,73,14,2
"2011","E00166820","E00166820","Total",123,0,2,35,38,37,11
"2011","E00166821","E00166821","Total",101,0,1,6,11,53,30
"2011","E00020664","E00020664","Total",133,0,8,24,64,28,9
"2011","E00020668","E00020668","Total",129,0,3,28,89,7,2
"2011","E00020669","E00020669","Total",131,0,3,17,82,21,8
"2011","E00020670","E00020670","Total",126,0,18,42,42,20,4
"2011","E00020671","E00020671","Total",119,0,8,45,40,21,5
"2011","E00020596","E00020596","Total",123,0,3,14,33,63,10
"2011","E00020611","E00020611","Total",113,0,3,40,19,42,9
"2011","E00020612","E00020612","Total",136,0,10,5,20,62,39
"2011","E00020613","E00020613","Total",111,0,22,75,8,3,3
"2011","E00020616","E00020616","Total",115,0,6,34,27,43,5
